"fieldID","name","packageType"
1696,"Hawbaker","Sixth Vegetative"
1697,"Karls","Second Vegetative"
1697,"Karls","Fourth Vegetative"
1697,"Karls","Sixth Vegetative"
1698,"Ivans West","Second Vegetative"
1698,"Ivans West","Fourth Vegetative"
1698,"Ivans West","Sixth Vegetative"
1699,"Ivans East","Second Vegetative"
1699,"Ivans East","Fourth Vegetative"
1699,"Ivans East","Sixth Vegetative"
1700,"In Jewell","Second Vegetative"
1700,"In Jewell","Fourth Vegetative"
1700,"In Jewell","Sixth Vegetative"
1701,"South Farm West","Second Vegetative"
1701,"South Farm West","Fourth Vegetative"
1701,"South Farm West","Sixth Vegetative"
1702,"Miller","Second Vegetative"
1702,"Miller","Fourth Vegetative"
1702,"Miller","Sixth Vegetative"
1703,"Allie","Second Vegetative"
1703,"Allie","Fourth Vegetative"
1703,"Allie","Sixth Vegetative"
1704,"Kenyon Big Fontana","Second Vegetative"
1704,"Kenyon Big Fontana","Fourth Vegetative"
1704,"Kenyon Big Fontana","Sixth Vegetative"
1705,"Kenyon East","Second Vegetative"
1705,"Kenyon East","Fourth Vegetative"
1705,"Kenyon East","Sixth Vegetative"
1706,"Kenyon N of Bins","Second Vegetative"
1706,"Kenyon N of Bins","Fourth Vegetative"
1706,"Kenyon N of Bins","Sixth Vegetative"
1707,"Richards 40","Second Vegetative"
1707,"Richards 40","Fourth Vegetative"
1707,"Richards 40","Sixth Vegetative"
1708,"Abuhls West","Second Vegetative"
1708,"Abuhls West","Fourth Vegetative"
1708,"Abuhls West","Sixth Vegetative"
1713,"Dads","Second Vegetative"
1713,"Dads","Fourth Vegetative"
1713,"Dads","Sixth Vegetative"
1714,"Burrack","Second Vegetative"
1714,"Burrack","Fourth Vegetative"
1714,"Burrack","Sixth Vegetative"
1715,"Portland 2","Second Vegetative"
1715,"Portland 2","Fourth Vegetative"
1715,"Portland 2","Sixth Vegetative"
1716,"Troys","Second Vegetative"
1716,"Troys","Fourth Vegetative"
1716,"Troys","Sixth Vegetative"
